split,procedure,event_frame,observation_start_frame,observation_end_frame,event_step,event_technique,all_targets,minimum_prior_absence_frames,minimum_confirmation_frames,targets,all_target_count,target_count,multi_instrument
test,test02,32182,31949,32089,Irrigation/Aspiration,,"[""I/A Handpiece""]",58,4,"[""I/A Handpiece""]",1,1,False
test,test02,32404,32170,32311,Irrigation/Aspiration,,"[""Rycroft Cannula""]",46,4,"[""Rycroft Cannula""]",1,1,False
test,test02,35551,35317,35458,Irrigation/Aspiration,,"[""I/A Handpiece""]",72,3,"[""I/A Handpiece""]",1,1,False
test,test02,36187,35954,36094,Idle,,"[""Rycroft Cannula""]",83,3,"[""Rycroft Cannula""]",1,1,False
test,test02,36462,36228,36368,Viscodilatation,,"[""I/A Handpiece""]",42,3,"[""I/A Handpiece""]",1,1,False
test,test02,36473,36240,36380,Viscodilatation,,"[""Visc. Cannula""]",851,5,"[""Visc. Cannula""]",1,1,False
test,test02,37046,36812,36952,Incision,,"[""Primary Knife""]",5586,5,"[""Primary Knife""]",1,1,False
test,test02,37180,36946,37086,Incision,,"[""Lens Injector""]",62,3,"[""Lens Injector""]",1,1,False
test,test02,37635,37402,37542,Viscodilatation,,"[""Visc. Cannula""]",144,5,"[""Visc. Cannula""]",1,1,False
test,test02,37670,37437,37577,Viscodilatation,,"[""I/A Handpiece""]",69,3,"[""I/A Handpiece""]",1,1,False
test,test02,39177,38943,39083,Idle,,"[""Rycroft Cannula""]",155,3,"[""Rycroft Cannula""]",1,1,False
test,test02,40519,40286,40426,Idle,,"[""Suture Needle""]",258,3,"[""Suture Needle""]",1,1,False
test,test02,41010,40776,40916,Preparing Implant,,"[""Lens Injector""]",473,3,"[""Lens Injector""]",1,1,False
test,test02,41115,40881,41022,Preparing Implant,,"[""Cap. Forceps""]",5990,5,"[""Cap. Forceps""]",1,1,False
test,test02,41173,40940,41080,Preparing Implant,,"[""Primary Knife""]",589,3,"[""Primary Knife""]",1,1,False
test,test02,42248,42014,42154,Implantation,,"[""Bonn Forceps""]",122,5,"[""Bonn Forceps""]",1,1,False
test,test02,42306,42073,42213,Implantation,,"[""Secondary Knife""]",172,3,"[""Secondary Knife""]",1,1,False
test,test02,42376,42143,42283,Implantation,,"[""Micromanipulator""]",42,5,"[""Micromanipulator""]",1,1,False
test,test02,43141,42907,43048,Idle,,"[""Primary Knife""]",277,3,"[""Primary Knife""]",1,1,False
test,test02,43170,42937,43077,Idle,,"[""Suture Needle""]",57,3,"[""Suture Needle""]",1,1,False
test,test02,43182,42948,43088,Idle,,"[""Rycroft Cannula""]",60,3,"[""Rycroft Cannula""]",1,1,False
test,test02,43380,43147,43287,Positioning,,"[""I/A Handpiece""]",41,4,"[""I/A Handpiece""]",1,1,False
test,test02,43526,43293,43433,Positioning,,"[""Visc. Cannula""]",957,5,"[""Visc. Cannula""]",1,1,False
test,test02,44116,43882,44023,Positioning,,"[""Primary Knife""]",163,4,"[""Primary Knife""]",1,1,False
test,test02,44536,44303,44443,Positioning,,"[""Hydro. Cannula""]",1182,5,"[""Hydro. Cannula""]",1,1,False
test,test02,45126,44892,45033,Sealing Control,,"[""Rycroft Cannula""]",54,3,"[""Rycroft Cannula""]",1,1,False
test,test02,45523,45290,45430,Idle,,"[""Rycroft Cannula""]",57,3,"[""Rycroft Cannula""]",1,1,False
test,test02,46323,46089,46229,OVD Aspiration,,"[""I/A Handpiece""]",259,5,"[""I/A Handpiece""]",1,1,False
test,test02,46924,46691,46831,Idle,,"[""Rycroft Cannula""]",136,3,"[""Rycroft Cannula""]",1,1,False
test,test02,48810,48577,48717,Idle,,"[""Micromanipulator""]",86,3,"[""Micromanipulator""]",1,1,False
test,test02,49522,49289,49429,Idle,,"[""Secondary Knife""]",769,5,"[""Secondary Knife""]",1,1,False
test,test02,49867,49633,49773,Idle,,"[""Hydro. Cannula""]",893,5,"[""Hydro. Cannula""]",1,1,False
test,test02,50089,49855,49995,Idle,,"[""Rycroft Cannula""]",42,3,"[""Rycroft Cannula""]",1,1,False
test,test02,50941,50708,50848,Suturing,,"[""Suture Needle""]",360,4,"[""Suture Needle""]",1,1,False
test,test02,50947,50713,50854,Suturing,,"[""Bonn Forceps""]",162,3,"[""Bonn Forceps""]",1,1,False
test,test02,52202,51969,52109,Suturing,,"[""I/A Handpiece""]",159,3,"[""I/A Handpiece""]",1,1,False
test,test02,52377,52144,52284,Suturing,,"[""Cap. Forceps""]",79,4,"[""Cap. Forceps""]",1,1,False
test,test02,52611,52377,52518,Suturing,,"[""Bonn Forceps"", ""Secondary Knife""]",43,3,"[""Bonn Forceps"", ""Secondary Knife""]",2,2,True
test,test02,53814,53580,53720,Wound Hydratation,,"[""I/A Handpiece""]",82,4,"[""I/A Handpiece""]",1,1,False
test,test03,246,12,152,Incision,,"[""Secondary Knife""]",42,4,"[""Secondary Knife""]",1,1,False
test,test03,252,18,158,Incision,,"[""Visc. Cannula""]",43,3,"[""Visc. Cannula""]",1,1,False
test,test03,275,41,181,Incision,,"[""Micromanipulator""]",47,3,"[""Micromanipulator""]",1,1,False
test,test03,584,351,491,Incision,,"[""Primary Knife""]",100,5,"[""Primary Knife""]",1,1,False
test,test03,9616,9383,9523,Idle,,"[""Micromanipulator""]",83,3,"[""Micromanipulator""]",1,1,False
test,test03,9657,9424,9564,Implantation,,"[""Visc. Cannula""]",90,3,"[""Visc. Cannula""]",1,1,False
test,test03,9681,9447,9587,Implantation,,"[""Lens Injector""]",1658,5,"[""Lens Injector""]",1,1,False
test,test03,9949,9716,9856,Implantation,,"[""Micromanipulator""]",54,4,"[""Micromanipulator""]",1,1,False
test,test03,12185,11952,12092,OVD Aspiration,,"[""Micromanipulator""]",48,4,"[""Micromanipulator""]",1,1,False
test,test03,14200,13966,14106,Wound Hydratation,,"[""Rycroft Cannula""]",108,3,"[""Rycroft Cannula""]",1,1,False
test,test04,502,269,409,Incision,,"[""Secondary Knife""]",86,4,"[""Secondary Knife""]",1,1,False
test,test04,508,275,415,Incision,,"[""Bonn Forceps""]",59,5,"[""Bonn Forceps""]",1,1,False
test,test04,1220,987,1127,Incision,,"[""Secondary Knife""]",94,3,"[""Secondary Knife""]",1,1,False
test,test04,1460,1226,1366,Incision,,"[""Primary Knife""]",250,5,"[""Primary Knife""]",1,1,False
test,test04,4343,4109,4250,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",173,4,"[""Micromanipulator""]",1,1,False
test,test04,7314,7080,7220,Irrigation/Aspiration,,"[""I/A Handpiece""]",952,5,"[""I/A Handpiece""]",1,1,False
test,test04,9286,9053,9193,Viscodilatation,,"[""Visc. Cannula""]",49,5,"[""Visc. Cannula""]",1,1,False
test,test04,10074,9841,9981,Preparing Implant,,"[""Lens Injector""]",1726,3,"[""Lens Injector""]",1,1,False
test,test04,10092,9858,9999,Preparing Implant,,"[""Bonn Forceps""]",1621,4,"[""Bonn Forceps""]",1,1,False
test,test04,10121,9888,10028,Preparing Implant,,"[""Cap. Forceps""]",1485,3,"[""Cap. Forceps""]",1,1,False
test,test04,10454,10220,10360,Preparing Implant,,"[""Cap. Forceps""]",52,5,"[""Cap. Forceps""]",1,1,False
test,test04,11078,10845,10985,Implantation,,"[""Lens Injector""]",67,3,"[""Lens Injector""]",1,1,False
test,test04,11195,10962,11102,Implantation,,"[""Micromanipulator""]",156,5,"[""Micromanipulator""]",1,1,False
test,test04,11213,10979,11119,Implantation,,"[""Rycroft Cannula""]",134,3,"[""Rycroft Cannula""]",1,1,False
test,test04,12030,11796,11936,OVD Aspiration,,"[""I/A Handpiece""]",51,5,"[""I/A Handpiece""]",1,1,False
test,test04,13454,13220,13360,Idle,,"[""Rycroft Cannula""]",268,5,"[""Rycroft Cannula""]",1,1,False
test,test05,724,491,631,Incision,,"[""Secondary Knife""]",124,5,"[""Secondary Knife""]",1,1,False
test,test05,1501,1267,1407,Capsulorhexis,,"[""Cap. Cystotome""]",70,5,"[""Cap. Cystotome""]",1,1,False
test,test05,2621,2388,2528,Capsulorhexis,,"[""Cap. Forceps""]",449,5,"[""Cap. Forceps""]",1,1,False
test,test05,2761,2528,2668,Capsulorhexis,,"[""Cap. Cystotome""]",47,4,"[""Cap. Cystotome""]",1,1,False
test,test05,2925,2691,2831,Hydrodissetion,,"[""Hydro. Cannula""]",50,4,"[""Hydro. Cannula""]",1,1,False
test,test05,8178,7944,8084,Idle,,"[""Visc. Cannula""]",327,4,"[""Visc. Cannula""]",1,1,False
test,test05,9269,9036,9176,Preparing Implant,,"[""Bonn Forceps""]",1445,3,"[""Bonn Forceps""]",1,1,False
test,test05,9275,9041,9181,Preparing Implant,,"[""Lens Injector""]",1589,5,"[""Lens Injector""]",1,1,False
test,test05,9286,9053,9193,Preparing Implant,,"[""Suture Needle""]",1455,4,"[""Suture Needle""]",1,1,False
test,test05,9298,9065,9205,Preparing Implant,,"[""Cap. Forceps""]",1109,3,"[""Cap. Forceps""]",1,1,False
test,test05,10460,10226,10366,Implantation,,"[""Primary Knife""]",117,4,"[""Primary Knife""]",1,1,False
test,test05,10740,10506,10646,Idle,,"[""Micromanipulator""]",95,4,"[""Micromanipulator""]",1,1,False
test,test05,11183,10950,11090,OVD Aspiration,,"[""I/A Handpiece""]",230,4,"[""I/A Handpiece""]",1,1,False
test,test05,13144,12911,13051,Wound Hydratation,,"[""Rycroft Cannula""]",50,4,"[""Rycroft Cannula""]",1,1,False
test,test05,13985,13751,13892,Idle,,"[""I/A Handpiece""]",295,3,"[""I/A Handpiece""]",1,1,False
test,test06,374,141,281,Incision,,"[""Secondary Knife""]",64,3,"[""Secondary Knife""]",1,1,False
test,test06,409,176,316,Incision,,"[""Bonn Forceps""]",70,5,"[""Bonn Forceps""]",1,1,False
test,test06,1022,788,928,Incision,,"[""Primary Knife""]",175,5,"[""Primary Knife""]",1,1,False
test,test06,1062,829,969,Incision,,"[""Bonn Forceps""]",85,3,"[""Bonn Forceps""]",1,1,False
test,test06,1372,1138,1278,Viscodilatation,,"[""Visc. Cannula""]",60,5,"[""Visc. Cannula""]",1,1,False
test,test06,1798,1564,1704,Capsulorhexis,,"[""Cap. Cystotome""]",73,5,"[""Cap. Cystotome""]",1,1,False
test,test06,2912,2679,2819,Idle,,"[""Hydro. Cannula""]",396,4,"[""Hydro. Cannula""]",1,1,False
test,test06,3519,3285,3425,Nucleus Breaking,Stop and Chop,"[""Ph. Handpiece""]",603,5,"[""Ph. Handpiece""]",1,1,False
test,test06,4301,4067,4207,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",124,4,"[""Micromanipulator""]",1,1,False
test,test06,7358,7125,7265,Irrigation/Aspiration,,"[""I/A Handpiece""]",63,3,"[""I/A Handpiece""]",1,1,False
test,test06,7761,7527,7667,Irrigation/Aspiration,,"[""Micromanipulator""]",130,3,"[""Micromanipulator""]",1,1,False
test,test06,8356,8122,8262,Irrigation/Aspiration,,"[""Micromanipulator""]",99,5,"[""Micromanipulator""]",1,1,False
test,test06,9902,9669,9809,Viscodilatation,,"[""Visc. Cannula""]",58,5,"[""Visc. Cannula""]",1,1,False
test,test06,11209,10976,11116,Preparing Implant,,"[""Rycroft Cannula""]",224,5,"[""Rycroft Cannula""]",1,1,False
test,test06,11314,11081,11221,Preparing Implant,,"[""Cap. Cystotome""]",1454,4,"[""Cap. Cystotome""]",1,1,False
test,test06,12405,12172,12312,Idle,,"[""Lens Injector""]",85,3,"[""Lens Injector""]",1,1,False
test,test06,13164,12930,13070,Implantation,,"[""Lens Injector""]",126,4,"[""Lens Injector""]",1,1,False
test,test06,13397,13164,13304,Idle,,"[""Rycroft Cannula""]",100,3,"[""Rycroft Cannula""]",1,1,False
test,test06,13560,13327,13467,Positioning,,"[""Micromanipulator""]",345,5,"[""Micromanipulator""]",1,1,False
test,test06,14085,13852,13992,OVD Aspiration,,"[""I/A Handpiece""]",369,5,"[""I/A Handpiece""]",1,1,False
test,test06,15293,15060,15200,Wound Hydratation,,"[""Rycroft Cannula""]",204,5,"[""Rycroft Cannula""]",1,1,False
test,test08,736,503,643,Incision,,"[""Bonn Forceps"", ""Secondary Knife""]",126,5,"[""Bonn Forceps"", ""Secondary Knife""]",2,2,True
test,test08,2634,2400,2540,Hydrodissetion,,"[""Hydro. Cannula""]",451,3,"[""Hydro. Cannula""]",1,1,False
test,test08,3661,3428,3568,Nucleus Breaking,Stop and Chop,"[""Bonn Forceps""]",435,5,"[""Bonn Forceps""]",1,1,False
test,test08,4023,3790,3930,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",54,4,"[""Micromanipulator""]",1,1,False
test,test08,6586,6353,6493,Idle,,"[""Visc. Cannula""]",853,4,"[""Visc. Cannula""]",1,1,False
test,test08,7947,7713,7853,Viscodilatation,,"[""Visc. Cannula""]",196,5,"[""Visc. Cannula""]",1,1,False
test,test08,10194,9961,10101,OVD Aspiration,,"[""I/A Handpiece""]",138,5,"[""I/A Handpiece""]",1,1,False
test,test08,10708,10475,10615,OVD Aspiration,,"[""Micromanipulator""]",100,5,"[""Micromanipulator""]",1,1,False
test,test08,12331,12098,12238,Wound Hydratation,,"[""Rycroft Cannula""]",40,5,"[""Rycroft Cannula""]",1,1,False
test,test08,13160,12927,13067,Sealing Control,,"[""Bonn Forceps""]",1621,3,"[""Bonn Forceps""]",1,1,False
test,test09,754,520,660,Incision,,"[""Bonn Forceps""]",129,5,"[""Bonn Forceps""]",1,1,False
test,test09,760,526,666,Incision,,"[""Secondary Knife""]",95,5,"[""Secondary Knife""]",1,1,False
test,test09,1133,900,1040,Incision,,"[""Primary Knife""]",49,4,"[""Primary Knife""]",1,1,False
test,test09,1635,1402,1542,Viscodilatation,,"[""Visc. Cannula""]",215,5,"[""Visc. Cannula""]",1,1,False
test,test09,1758,1524,1664,Idle,,"[""Lens Injector""]",301,3,"[""Lens Injector""]",1,1,False
test,test09,1898,1664,1805,Capsulorhexis,,"[""Cap. Cystotome""]",325,5,"[""Cap. Cystotome""]",1,1,False
test,test09,2079,1845,1986,Idle,,"[""Primary Knife""]",44,3,"[""Primary Knife""]",1,1,False
test,test09,2336,2102,2242,Viscodilatation,,"[""Primary Knife""]",40,4,"[""Primary Knife""]",1,1,False
test,test09,2377,2143,2283,Idle,,"[""Lens Injector""]",98,4,"[""Lens Injector""]",1,1,False
test,test09,3941,3708,3848,Capsulorhexis,,"[""Cap. Forceps""]",226,5,"[""Cap. Forceps""]",1,1,False
test,test09,4012,3778,3918,Capsulorhexis,,"[""Ph. Handpiece""]",687,3,"[""Ph. Handpiece""]",1,1,False
test,test09,4385,4152,4292,Capsulorhexis,,"[""Hydro. Cannula""]",58,4,"[""Hydro. Cannula""]",1,1,False
test,test09,6977,6744,6884,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",220,4,"[""Micromanipulator""]",1,1,False
test,test09,10959,10726,10866,Irrigation/Aspiration,,"[""Micromanipulator""]",101,3,"[""Micromanipulator""]",1,1,False
test,test09,13604,13371,13511,Viscodilatation,,"[""Visc. Cannula""]",536,5,"[""Visc. Cannula""]",1,1,False
test,test09,14497,14264,14404,Preparing Implant,,"[""Lens Injector""]",1700,3,"[""Lens Injector""]",1,1,False
test,test09,14515,14281,14422,Preparing Implant,,"[""Rycroft Cannula""]",104,3,"[""Rycroft Cannula""]",1,1,False
test,test09,14521,14287,14427,Preparing Implant,,"[""Bonn Forceps""]",1683,3,"[""Bonn Forceps""]",1,1,False
test,test09,14538,14305,14445,Preparing Implant,,"[""Micromanipulator""]",209,3,"[""Micromanipulator""]",1,1,False
test,test09,15729,15496,15636,Idle,,"[""I/A Handpiece""]",323,5,"[""I/A Handpiece""]",1,1,False
test,test09,15975,15741,15881,Implantation,,"[""Primary Knife""]",114,4,"[""Primary Knife""]",1,1,False
test,test09,16815,16582,16722,Irrigation/Aspiration,,"[""I/A Handpiece""]",152,5,"[""I/A Handpiece""]",1,1,False
test,test10,654,421,561,Incision,,"[""Secondary Knife""]",76,3,"[""Secondary Knife""]",1,1,False
test,test10,672,438,579,Incision,,"[""Bonn Forceps""]",89,5,"[""Bonn Forceps""]",1,1,False
test,test10,1869,1635,1775,Incision,,"[""Bonn Forceps"", ""Primary Knife""]",188,5,"[""Bonn Forceps"", ""Primary Knife""]",2,2,True
test,test10,2108,1875,2015,Viscodilatation,,"[""Rycroft Cannula""]",224,3,"[""Rycroft Cannula""]",1,1,False
test,test10,2114,1880,2021,Viscodilatation,,"[""Visc. Cannula""]",355,5,"[""Visc. Cannula""]",1,1,False
test,test10,7059,6826,6966,Irrigation/Aspiration,,"[""I/A Handpiece""]",80,5,"[""I/A Handpiece""]",1,1,False
test,test10,7520,7287,7427,Irrigation/Aspiration,,"[""I/A Handpiece""]",48,5,"[""I/A Handpiece""]",1,1,False
test,test10,8163,7929,8069,Incision,,"[""Primary Knife""]",1053,5,"[""Primary Knife""]",1,1,False
test,test10,9243,9009,9149,Irrigation/Aspiration,,"[""I/A Handpiece""]",103,5,"[""I/A Handpiece""]",1,1,False
test,test10,11602,11368,11508,Preparing Implant,,"[""Lens Injector""]",617,5,"[""Lens Injector""]",1,1,False
test,test10,12758,12524,12664,Implantation,,"[""Lens Injector""]",88,5,"[""Lens Injector""]",1,1,False
test,test10,13044,12810,12950,Positioning,,"[""I/A Handpiece""]",60,3,"[""I/A Handpiece""]",1,1,False
test,test10,13499,13266,13406,OVD Aspiration,,"[""I/A Handpiece""]",59,3,"[""I/A Handpiece""]",1,1,False
test,test10,15478,15245,15385,Wound Hydratation,,"[""Rycroft Cannula""]",314,3,"[""Rycroft Cannula""]",1,1,False
test,test11,269,36,176,Incision,,"[""Bonn Forceps"", ""Secondary Knife""]",46,3,"[""Bonn Forceps"", ""Secondary Knife""]",2,2,True
test,test11,935,701,841,Incision,,"[""Bonn Forceps""]",85,5,"[""Bonn Forceps""]",1,1,False
test,test11,1121,888,1028,Viscodilatation,,"[""Visc. Cannula""]",146,5,"[""Visc. Cannula""]",1,1,False
test,test11,3200,2966,3107,Nucleus Breaking,Stop and Chop,"[""Bonn Forceps""]",379,5,"[""Bonn Forceps""]",1,1,False
test,test11,3212,2978,3118,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",282,5,"[""Micromanipulator""]",1,1,False
test,test11,3527,3293,3434,Incision,,"[""Primary Knife""]",433,5,"[""Primary Knife""]",1,1,False
test,test11,4426,4193,4333,Incision,,"[""Primary Knife""]",136,5,"[""Primary Knife""]",1,1,False
test,test11,4677,4444,4584,Nucleus Breaking,Stop and Chop,"[""Bonn Forceps""]",77,5,"[""Bonn Forceps""]",1,1,False
test,test11,5080,4846,4987,Nucleus Breaking,Stop and Chop,"[""Micromanipulator""]",41,3,"[""Micromanipulator""]",1,1,False
test,test11,6621,6388,6528,Idle,,"[""Hydro. Cannula"", ""Rycroft Cannula""]",43,3,"[""Hydro. Cannula"", ""Rycroft Cannula""]",2,2,True
test,test11,9955,9722,9862,Viscodilatation,,"[""Visc. Cannula""]",291,5,"[""Visc. Cannula""]",1,1,False
test,test11,10527,10294,10434,Preparing Implant,,"[""Lens Injector""]",131,5,"[""Lens Injector""]",1,1,False
test,test11,10988,10755,10895,Preparing Implant,,"[""Cap. Forceps""]",67,3,"[""Cap. Forceps""]",1,1,False
test,test11,11777,11543,11683,Idle,,"[""Hydro. Cannula""]",592,3,"[""Hydro. Cannula""]",1,1,False
test,test11,12320,12086,12226,Positioning,,"[""Micromanipulator""]",60,4,"[""Micromanipulator""]",1,1,False
test,test11,12588,12355,12495,OVD Aspiration,,"[""I/A Handpiece"", ""Rycroft Cannula""]",43,4,"[""I/A Handpiece"", ""Rycroft Cannula""]",2,2,True
test,test11,13861,13627,13768,Wound Hydratation,,"[""Rycroft Cannula""]",76,3,"[""Rycroft Cannula""]",1,1,False
test,test12,479,246,386,Incision,,"[""Primary Knife""]",82,5,"[""Primary Knife""]",1,1,False
test,test12,935,701,841,Capsulorhexis,,"[""Cap. Cystotome""]",160,5,"[""Cap. Cystotome""]",1,1,False
test,test12,2307,2073,2213,Idle,,"[""Ph. Handpiece""]",96,5,"[""Ph. Handpiece""]",1,1,False
test,test12,2546,2313,2453,Nucleus Breaking,Stop and Chop,"[""Bonn Forceps""]",436,5,"[""Bonn Forceps""]",1,1,False
test,test12,7077,6843,6983,Viscodilatation,,"[""Visc. Cannula""]",165,4,"[""Visc. Cannula""]",1,1,False
test,test12,7538,7304,7445,Preparing Implant,,"[""Lens Injector""]",106,5,"[""Lens Injector""]",1,1,False
test,test12,7579,7345,7485,Preparing Implant,,"[""Bonn Forceps""]",853,3,"[""Bonn Forceps""]",1,1,False
test,test12,8490,8256,8396,Implantation,,"[""Lens Injector""]",77,3,"[""Lens Injector""]",1,1,False
test,test12,8840,8606,8747,Implantation,,"[""Rycroft Cannula""]",63,3,"[""Rycroft Cannula""]",1,1,False
test,test12,9307,9073,9214,OVD Aspiration,,"[""I/A Handpiece""]",137,4,"[""I/A Handpiece""]",1,1,False
test,test12,10019,9786,9926,OVD Aspiration,,"[""Micromanipulator""]",76,5,"[""Micromanipulator""]",1,1,False
test,test12,10545,10311,10451,Idle,,"[""Rycroft Cannula""]",267,4,"[""Rycroft Cannula""]",1,1,False
test,test12,11426,11193,11333,Wound Hydratation,,"[""Rycroft Cannula""]",49,5,"[""Rycroft Cannula""]",1,1,False
test,test13,362,129,269,Toric Marking,,"[""Primary Knife""]",62,3,"[""Primary Knife""]",1,1,False
test,test13,800,567,707,Incision,,"[""Bonn Forceps""]",137,5,"[""Bonn Forceps""]",1,1,False
test,test13,1221,987,1127,Incision,,"[""Micromanipulator""]",209,4,"[""Micromanipulator""]",1,1,False
test,test13,1238,1005,1145,Incision,,"[""Primary Knife""]",141,5,"[""Primary Knife""]",1,1,False
test,test13,2925,2692,2832,Hydrodissetion,,"[""Hydro. Cannula""]",203,4,"[""Hydro. Cannula""]",1,1,False
test,test13,6848,6615,6755,Irrigation/Aspiration,,"[""I/A Handpiece""]",961,3,"[""I/A Handpiece""]",1,1,False
test,test13,6889,6656,6796,Irrigation/Aspiration,,"[""Hydro. Cannula""]",620,3,"[""Hydro. Cannula""]",1,1,False
test,test13,9260,9026,9166,Viscodilatation,,"[""Visc. Cannula""]",1314,4,"[""Visc. Cannula""]",1,1,False
test,test13,12231,11998,12138,Positioning,,"[""Micromanipulator""]",506,5,"[""Micromanipulator""]",1,1,False
test,test13,13200,12967,13107,OVD Aspiration,,"[""I/A Handpiece""]",74,4,"[""I/A Handpiece""]",1,1,False
test,test13,15629,15395,15535,Wound Hydratation,,"[""Rycroft Cannula""]",581,3,"[""Rycroft Cannula""]",1,1,False
test,test15,421,187,327,Incision,,"[""Bonn Forceps""]",72,4,"[""Bonn Forceps""]",1,1,False
test,test15,438,205,345,Incision,,"[""Secondary Knife""]",75,5,"[""Secondary Knife""]",1,1,False
test,test15,981,748,888,Incision,,"[""Bonn Forceps""]",84,5,"[""Bonn Forceps""]",1,1,False
test,test15,1220,987,1127,Viscodilatation,,"[""Visc. Cannula""]",126,5,"[""Visc. Cannula""]",1,1,False
test,test15,7524,7290,7430,Phacoemulsification,,"[""Bonn Forceps""]",954,3,"[""Bonn Forceps""]",1,1,False
test,test15,8131,7897,8037,Idle,,"[""I/A Handpiece""]",906,5,"[""I/A Handpiece""]",1,1,False
test,test15,10536,10302,10442,Irrigation/Aspiration,,"[""Rycroft Cannula""]",399,3,"[""Rycroft Cannula""]",1,1,False
test,test15,10798,10565,10705,Viscodilatation,,"[""Visc. Cannula""]",443,5,"[""Visc. Cannula""]",1,1,False
test,test15,11580,11347,11487,Preparing Implant,,"[""Lens Injector""]",177,5,"[""Lens Injector""]",1,1,False
test,test15,11592,11358,11499,Preparing Implant,,"[""Bonn Forceps"", ""Suture Needle""]",693,3,"[""Bonn Forceps"", ""Suture Needle""]",2,2,True
test,test15,11884,11650,11790,Idle,,"[""I/A Handpiece""]",42,3,"[""I/A Handpiece""]",1,1,False
test,test15,12146,11913,12053,Implantation,,"[""Lens Injector""]",47,4,"[""Lens Injector""]",1,1,False
test,test15,12876,12643,12783,OVD Aspiration,,"[""Hydro. Cannula""]",208,4,"[""Hydro. Cannula""]",1,1,False
test,test15,12882,12648,12788,OVD Aspiration,,"[""I/A Handpiece""]",47,5,"[""I/A Handpiece""]",1,1,False
test,test17,392,158,298,Incision,,"[""Secondary Knife""]",67,4,"[""Secondary Knife""]",1,1,False
test,test17,409,176,316,Incision,,"[""Bonn Forceps""]",70,5,"[""Bonn Forceps""]",1,1,False
test,test17,812,579,719,Incision,,"[""Visc. Cannula""]",72,3,"[""Visc. Cannula""]",1,1,False
test,test17,847,614,754,Incision,,"[""Primary Knife""]",145,5,"[""Primary Knife""]",1,1,False
test,test17,853,619,760,Incision,,"[""Cap. Forceps""]",78,4,"[""Cap. Forceps""]",1,1,False
test,test17,1921,1688,1828,Implant Ejection,,"[""Rycroft Cannula""]",150,3,"[""Rycroft Cannula""]",1,1,False
test,test17,1933,1699,1840,Implant Ejection,,"[""Micromanipulator""]",186,3,"[""Micromanipulator""]",1,1,False
test,test17,3323,3089,3229,Viscodilatation,,"[""Visc. Cannula""]",161,4,"[""Visc. Cannula""]",1,1,False
test,test17,3667,3434,3574,Capsulorhexis,,"[""Cap. Cystotome""]",42,5,"[""Cap. Cystotome""]",1,1,False
test,test17,7579,7345,7485,Idle,,"[""I/A Handpiece""]",232,4,"[""I/A Handpiece""]",1,1,False
test,test17,9062,8828,8968,Viscodilatation,,"[""Visc. Cannula""]",925,5,"[""Visc. Cannula""]",1,1,False
test,test17,10521,10288,10428,Implantation,,"[""Micromanipulator""]",393,3,"[""Micromanipulator""]",1,1,False
test,test17,11024,10790,10930,Positioning,,"[""Rycroft Cannula""]",99,3,"[""Rycroft Cannula""]",1,1,False
test,test17,11765,11531,11672,OVD Aspiration,,"[""Micromanipulator""]",76,5,"[""Micromanipulator""]",1,1,False
test,test17,12337,12104,12244,Wound Hydratation,,"[""Rycroft Cannula""]",175,3,"[""Rycroft Cannula""]",1,1,False
test,test17,12699,12466,12606,Idle,,"[""Needle Holder"", ""Ph. Handpiece""]",1031,3,"[""Ph. Handpiece""]",2,1,True
test,test17,12763,12530,12670,Idle,,"[""Micromanipulator""]",103,3,"[""Micromanipulator""]",1,1,False
test,test17,13166,12933,13073,Suturing,,"[""Bonn Forceps"", ""Needle Holder""]",71,4,"[""Bonn Forceps""]",2,1,True
test,test17,13172,12939,13079,Suturing,,"[""Suture Needle""]",1766,5,"[""Suture Needle""]",1,1,False
test,test17,13376,13143,13283,Suturing,,"[""Rycroft Cannula""]",158,3,"[""Rycroft Cannula""]",1,1,False
test,test17,14030,13797,13937,Suturing,,"[""Lens Injector""]",114,4,"[""Lens Injector""]",1,1,False
test,test18,835,602,742,Idle,,"[""Rycroft Cannula""]",143,3,"[""Rycroft Cannula""]",1,1,False
test,test18,1168,935,1075,Incision,,"[""Secondary Knife""]",200,5,"[""Secondary Knife""]",1,1,False
test,test18,1180,946,1086,Incision,,"[""Bonn Forceps""]",202,5,"[""Bonn Forceps""]",1,1,False
test,test18,1933,1699,1840,Incision,,"[""Primary Knife""]",331,5,"[""Primary Knife""]",1,1,False
test,test18,2237,2003,2143,Viscodilatation,,"[""Visc. Cannula""]",188,3,"[""Visc. Cannula""]",1,1,False
test,test18,2505,2272,2412,Capsulorhexis,,"[""Cap. Cystotome""]",42,5,"[""Cap. Cystotome""]",1,1,False
test,test18,3720,3486,3626,Capsulorhexis,,"[""Cap. Forceps""]",303,5,"[""Cap. Forceps""]",1,1,False
test,test18,3936,3702,3842,Idle,,"[""Rycroft Cannula""]",249,5,"[""Rycroft Cannula""]",1,1,False
test,test18,5903,5670,5810,Nucleus Breaking,Divide and Conquer,"[""Micromanipulator""]",63,5,"[""Micromanipulator""]",1,1,False
